Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
numenta,standard,artificialNoAnomaly/art_daily_no_noise.csv,0.512250003693,-0.33,0,3425,3,0,3428
numenta,standard,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.512250003693,0.0,0,3428,0,0,3428
numenta,standard,artificialNoAnomaly/art_daily_small_noise.csv,0.512250003693,-0.22,0,3426,2,0,3428
numenta,standard,artificialNoAnomaly/art_flatline.csv,0.512250003693,0.0,0,3428,0,0,3428
numenta,standard,artificialNoAnomaly/art_noisy.csv,0.512250003693,0.0,0,3428,0,0,3428
numenta,standard,artificialWithAnomaly/art_daily_flatmiddle.csv,0.512250003693,0.6059228442696973,1,3022,3,402,3428
numenta,standard,artificialWithAnomaly/art_daily_jumpsdown.csv,0.512250003693,0.6389086704377245,4,3023,2,399,3428
numenta,standard,artificialWithAnomaly/art_daily_jumpsup.csv,0.512250003693,0.8606718242697022,4,3025,0,399,3428
numenta,standard,artificialWithAnomaly/art_daily_nojump.csv,0.512250003693,-1.2783514659208146,0,3022,3,403,3428
numenta,standard,artificialWithAnomaly/art_increase_spike_density.csv,0.512250003693,0.8606718242697022,1,3025,0,402,3428
numenta,standard,artificialWithAnomaly/art_load_balancer_spikes.csv,0.512250003693,0.40478814652422657,6,3020,5,397,3428
numenta,standard,realAdExchange/exchange-2_cpc_results.csv,0.512250003693,-1.33,0,1215,3,163,1381
numenta,standard,realAdExchange/exchange-2_cpm_results.csv,0.512250003693,1.508243306042216,3,1217,2,159,1381
numenta,standard,realAdExchange/exchange-3_cpc_results.csv,0.512250003693,2.5707776044966035,3,1155,0,150,1308
numenta,standard,realAdExchange/exchange-3_cpm_results.csv,0.512250003693,0.7521595533438323,2,1154,1,151,1308
numenta,standard,realAdExchange/exchange-4_cpc_results.csv,0.512250003693,0.6222606935851243,3,1231,1,162,1397
numenta,standard,realAdExchange/exchange-4_cpm_results.csv,0.512250003693,1.274710362684976,5,1230,3,159,1397
numenta,standard,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.512250003693,1.2795664849068695,3,3022,4,399,3428
numenta,standard,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,0.512250003693,1.4145319144793995,4,3024,2,398,3428
numenta,standard,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.512250003693,1.7231016041511955,6,3026,0,396,3428
numenta,standard,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.512250003693,0.7331696527946402,4,3021,4,399,3428
numenta,standard,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,0.512250003693,0.8465378402835625,8,3084,1,335,3428
numenta,standard,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,0.512250003693,0.8757274094930131,3,3025,0,400,3428
numenta,standard,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,0.512250003693,-0.33,0,3425,3,0,3428
numenta,standard,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.512250003693,0.7396346345610598,2,3023,0,403,3428
numenta,standard,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.512250003693,0.5945440937195406,3,3545,3,470,4021
numenta,standard,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.512250003693,0.5568429097880054,6,3021,2,399,3428
numenta,standard,realAWSCloudwatch/ec2_network_in_257a54.csv,0.512250003693,0.8606718242697022,4,3025,0,399,3428
numenta,standard,realAWSCloudwatch/ec2_network_in_5abac7.csv,0.512250003693,1.3215714028344827,4,3543,4,470,4021
numenta,standard,realAWSCloudwatch/elb_request_count_8c0756.csv,0.512250003693,1.6059561349912348,4,3025,1,398,3428
numenta,standard,realAWSCloudwatch/grok_asg_anomaly.csv,0.512250003693,2.0010701406419398,8,3455,8,457,3928
numenta,standard,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.512250003693,-2.1100000000000003,0,930,1,126,1057
numenta,standard,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,0.512250003693,-0.13844919792440225,2,3026,0,400,3428
numenta,standard,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,0.512250003693,1.7122692801414665,3,3026,0,399,3428
numenta,standard,realKnownCause/ambient_temperature_system_failure.csv,0.512250003693,1.2062270895938707,4,5786,5,722,6517
numenta,standard,realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.512250003693,-0.5732010331259805,23,15787,14,1476,17300
numenta,standard,realKnownCause/ec2_request_latency_system_failure.csv,0.512250003693,1.7058690538429593,7,3079,3,339,3428
numenta,standard,realKnownCause/machine_temperature_system_failure.csv,0.512250003693,2.7207577987206513,8,19671,6,2260,21945
numenta,standard,realKnownCause/nyc_taxi.csv,0.512250003693,2.328073882546704,9,8533,2,1026,9570
numenta,standard,realKnownCause/rogue_agent_key_hold.csv,0.512250003693,-1.1137010238500262,1,1408,2,189,1600
numenta,standard,realKnownCause/rogue_agent_key_updown.csv,0.512250003693,-1.295759828138035,1,4028,7,529,4565
numenta,standard,realTraffic/occupancy_6005.csv,0.512250003693,0.8612724903753929,2,1784,0,237,2023
