timestamp,value,anomaly_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
2015-02-26 21:42:53,3,0.003728957802660915,0,-0.11,-0.22,-0.11
2015-02-26 21:47:53,2,0.3984360014563788,0,-0.11,-0.22,-0.11
2015-02-26 21:52:53,2,0.39444907207288027,0,-0.11,-0.22,-0.11
2015-02-26 21:57:53,36,0.9845615822731212,0,-0.11,-0.22,-0.11
2015-02-26 22:02:53,8,0.9872396015073788,0,-0.11,-0.22,-0.11
2015-02-26 22:07:53,4,0.4155715108507028,0,-0.11,-0.22,-0.11
2015-02-26 22:12:53,1,0.8635051697795708,0,-0.11,-0.22,-0.11
2015-02-26 22:17:53,3,0.04295343577681199,0,-0.11,-0.22,-0.11
2015-02-26 22:22:53,2,0.4069390848425909,0,-0.11,-0.22,-0.11
2015-02-26 22:27:53,0,0.9689631320742528,0,-0.11,-0.22,-0.11
2015-02-26 22:32:53,1,0.8457858589623489,0,-0.11,-0.22,-0.11
2015-02-26 22:37:53,1,0.8372985042625071,0,-0.11,-0.22,-0.11
2015-02-26 22:42:53,1,0.8288960231096636,0,-0.11,-0.22,-0.11
2015-02-26 22:47:53,1,0.8205775667683486,0,-0.11,-0.22,-0.11
2015-02-26 22:52:53,1,0.8123422949904467,0,-0.11,-0.22,-0.11
2015-02-26 22:57:53,1,0.8041893759303239,0,-0.11,-0.22,-0.11
2015-02-26 23:02:53,1,0.7961179860608023,0,-0.11,-0.22,-0.11
2015-02-26 23:07:53,1,0.7881273100899759,0,-0.11,-0.22,-0.11
2015-02-26 23:12:53,0,0.9156689700319378,0,-0.11,-0.22,-0.11
2015-02-26 23:17:53,1,0.7763676994486758,0,-0.11,-0.22,-0.11
2015-02-26 23:22:53,0,0.9013614092440738,0,-0.11,-0.22,-0.11
2015-02-26 23:27:53,3,0.14274732463739806,0,-0.11,-0.22,-0.11
2015-02-26 23:32:53,0,0.8931598800251699,0,-0.11,-0.22,-0.11
2015-02-26 23:37:53,0,0.8841889140009809,0,-0.11,-0.22,-0.11
2015-02-26 23:42:53,0,0.8753076576370338,0,-0.11,-0.22,-0.11
2015-02-26 23:47:53,1,0.7548789715453426,0,-0.11,-0.22,-0.11
2015-02-26 23:52:53,0,0.8618032869658283,0,-0.11,-0.22,-0.11
