timestamp,value
1443657600000000000,18.036228
1443657600008333333,17.962173
1443657600016666666,17.919218
1443657600025000000,17.974640
1443657600033333333,18.037073
1443657600041666666,18.042921
1443657600050000000,18.110378
1443657600058333333,18.149937
1443657600066666666,18.063368
1443657600075000000,18.048748
1443657600083333333,18.064680
1443657600091666666,18.034731
1443657600100000000,18.052725
1443657600108333333,18.081745
1443657600116666666,18.011171
1443657600125000000,17.898302
1443657600133333333,17.918621
1443657600141666666,17.974297
1443657600150000000,17.927258
1443657600158333333,17.960598
1443657600166666666,18.107141
1443657600175000000,18.087946
1443657600183333333,17.963495
1443657600191666666,17.979965
1443657600200000000,18.022747
1443657600208333333,17.998577
1443657600216666666,17.981686
1443657600225000000,17.989988
1443657600233333333,17.991161
1443657600241666666,17.976990
1443657600250000000,17.967581
1443657600258333333,17.965496
1443657600266666666,17.967772
1443657600275000000,18.055046
1443657600283333333,18.193754
1443657600291666666,18.183630
1443657600300000000,18.088987
1443657600308333333,18.046953
1443657600316666666,18.027349
1443657600325000000,18.019333
1443657600333333333,17.997742
1443657600341666666,17.972725
1443657600350000000,18.017702
1443657600358333333,18.117340
1443657600366666666,18.146303
1443657600375000000,18.097729
1443657600383333333,18.092785
1443657600391666666,18.103113
1443657600400000000,18.073572
1443657600408333333,18.028151
1443657600416666666,17.968849
1443657600425000000,17.970118
1443657600433333333,18.034582
1443657600441666666,18.027510
1443657600450000000,18.025372
1443657600458333333,18.112888
1443657600466666666,18.201782
1443657600475000000,18.217007
1443657600483333333,18.175859
1443657600491666666,18.102392
1443657600500000000,17.993259
1443657600508333333,17.957737
1443657600516666666,17.961540
1443657600525000000,17.951832
1443657600533333333,18.009405
1443657600541666666,18.119080
1443657600550000000,18.188501
1443657600558333333,18.173792
1443657600566666666,18.168829
1443657600575000000,18.215239
1443657600583333333,18.181889
1443657600591666666,18.048187
1443657600600000000,17.984840
1443657600608333333,18.060791
1443657600616666666,18.130186
1443657600625000000,18.116621
1443657600633333333,18.128576
1443657600641666666,18.112476
1443657600650000000,17.981682
1443657600658333333,17.902685
1443657600666666666,17.952980
1443657600675000000,17.982756
1443657600683333333,17.975014
1443657600691666666,18.002110
1443657600700000000,18.011744
1443657600708333333,18.007374
1443657600716666666,17.988546
1443657600725000000,17.934425
1443657600733333333,17.910629
1443657600741666666,17.923014
1443657600750000000,17.952999
1443657600758333333,17.999283
1443657600766666666,18.018923
1443657600775000000,18.006563
1443657600783333333,18.029480
1443657600791666666,18.075607
1443657600800000000,18.058216
1443657600808333333,18.017366
1443657600816666666,18.036188
1443657600825000000,18.071125
1443657600833333333,18.086546
1443657600841666666,18.093885
1443657600850000000,18.093100
1443657600858333333,18.092644
1443657600866666666,18.085594
1443657600875000000,18.085285
1443657600883333333,18.060253
1443657600891666666,17.995619
1443657600900000000,17.915802
1443657600908333333,17.846710
1443657600916666666,17.891048
1443657600925000000,17.945410
1443657600933333333,17.934341
1443657600941666666,17.985464
1443657600950000000,18.046198
1443657600958333333,18.044992
1443657600966666666,18.065529
1443657600975000000,18.163471
1443657600983333333,18.154207
1443657600991666666,17.962585
1443657601000000000,17.810709
1443657601008333333,17.872234
1443657601016666666,18.005716
1443657601025000000,18.019381
1443657601033333333,18.096729
1443657601041666666,18.242292
1443657601050000000,18.184769
1443657601058333333,18.077124
1443657601066666666,18.161980
1443657601075000000,18.205629
1443657601083333333,18.120554
1443657601091666666,18.156610
1443657601100000000,18.237463
1443657601108333333,18.125172
1443657601116666666,17.991043
1443657601125000000,18.033215
1443657601133333333,18.028931
1443657601141666666,18.008772
1443657601150000000,18.172197
1443657601158333333,18.328020
1443657601166666666,18.343157
1443657601175000000,18.276062
1443657601183333333,18.217854
1443657601191666666,18.136929
1443657601200000000,18.006027
1443657601208333333,18.007038
1443657601216666666,18.023090
1443657601225000000,17.902357
1443657601233333333,17.842525
1443657601241666666,17.907797
1443657601250000000,18.025581
1443657601258333333,18.084143
1443657601266666666,18.015814
1443657601275000000,17.990816
1443657601283333333,17.992186
1443657601291666666,17.892828
1443657601300000000,17.812748
1443657601308333333,17.854422
1443657601316666666,17.959259
1443657601325000000,17.984245
1443657601333333333,18.057770
1443657601341666666,18.146025
1443657601350000000,18.004425
1443657601358333333,17.836939
1443657601366666666,17.876930
1443657601375000000,18.032707
1443657601383333333,18.078573
1443657601391666666,18.048780
1443657601400000000,18.076982
1443657601408333333,18.104750
1443657601416666666,18.031879
1443657601425000000,17.855484
1443657601433333333,17.824200
1443657601441666666,17.928518
1443657601450000000,17.968790
1443657601458333333,18.035646
1443657601466666666,18.043457
1443657601475000000,17.908800
1443657601483333333,17.841871
1443657601491666666,17.884930
1443657601500000000,17.914909
1443657601508333333,17.892488
1443657601516666666,17.832855
1443657601525000000,17.857700
1443657601533333333,17.949492
1443657601541666666,17.960083
1443657601550000000,17.940132
1443657601558333333,17.936460
1443657601566666666,17.954168
1443657601575000000,17.999254
1443657601583333333,17.983246
1443657601591666666,17.906519
1443657601600000000,17.898682
1443657601608333333,17.959229
1443657601616666666,17.969503
1443657601625000000,17.938622
1443657601633333333,17.946543
1443657601641666666,17.962679
1443657601650000000,17.997530
1443657601658333333,18.053885
1443657601666666666,18.021709
1443657601675000000,17.949005
1443657601683333333,17.933992
1443657601691666666,17.950184
1443657601700000000,17.954107
1443657601708333333,17.946148
1443657601716666666,17.969275
1443657601725000000,18.000032
1443657601733333333,18.042742
1443657601741666666,18.081173
1443657601750000000,18.020697
1443657601758333333,17.964409
1443657601766666666,17.970110
1443657601775000000,17.971745
1443657601783333333,18.020132
1443657601791666666,18.042955
1443657601800000000,17.968525
1443657601808333333,17.910122
1443657601816666666,17.931499
1443657601825000000,17.955513
1443657601833333333,17.977425
1443657601841666666,18.045332
1443657601850000000,18.098207
1443657601858333333,18.183121
1443657601866666666,18.335026
1443657601875000000,18.332567
1443657601883333333,18.212214
1443657601891666666,18.159105
1443657601900000000,18.094946
1443657601908333333,18.074425
1443657601916666666,18.125534
1443657601925000000,18.122778
1443657601933333333,18.116751
1443657601941666666,18.127087
1443657601950000000,18.108679
1443657601958333333,18.102880
1443657601966666666,18.107956
1443657601975000000,18.135090
1443657601983333333,18.143919
1443657601991666666,18.075447
1443657602000000000,18.041006
1443657602008333333,18.122988
1443657602016666666,18.122482
1443657602025000000,18.055422
1443657602033333333,18.117344
1443657602041666666,18.212717
1443657602050000000,18.249392
1443657602058333333,18.207970
1443657602066666666,18.132549
1443657602075000000,18.027763
1443657602083333333,17.881815
1443657602091666666,17.826540
1443657602100000000,17.952768
1443657602108333333,18.103958
1443657602116666666,18.050859
1443657602125000000,17.912294
1443657602133333333,17.894613
1443657602141666666,17.907257
1443657602150000000,17.945250
1443657602158333333,18.024788
1443657602166666666,18.090435
1443657602175000000,18.155127
1443657602183333333,18.146996
1443657602191666666,18.090626
1443657602200000000,17.949293
1443657602208333333,17.774569
1443657602216666666,17.804338
1443657602225000000,17.911488
1443657602233333333,17.951756
1443657602241666666,18.027601
1443657602250000000,18.090750
1443657602258333333,18.080029
1443657602266666666,18.065193
1443657602275000000,18.072338
1443657602283333333,18.023432
1443657602291666666,17.890720
1443657602300000000,17.821348
1443657602308333333,17.911934
1443657602316666666,18.017408
1443657602325000000,18.000687
1443657602333333333,17.977268
1443657602341666666,18.004671
1443657602350000000,17.947559
1443657602358333333,17.894730
1443657602366666666,17.962303
1443657602375000000,18.012003
1443657602383333333,18.044064
1443657602391666666,18.052305
1443657602400000000,18.012585
1443657602408333333,18.016932
1443657602416666666,17.999836
1443657602425000000,17.946022
1443657602433333333,17.930630
1443657602441666666,17.944794
1443657602450000000,17.945715
1443657602458333333,17.965551
1443657602466666666,18.007488
1443657602475000000,18.006552
1443657602483333333,18.006407
1443657602491666666,18.023048
1443657602500000000,18.034719
1443657602508333333,18.027739
1443657602516666666,18.001886
1443657602525000000,17.968779
1443657602533333333,17.942327
1443657602541666666,17.938719
1443657602550000000,17.946711
1443657602558333333,17.929358
1443657602566666666,17.893822
1443657602575000000,17.942408
1443657602583333333,17.967440
1443657602591666666,17.898594
1443657602600000000,17.915625
1443657602608333333,17.980074
1443657602616666666,17.976030
1443657602625000000,17.948915
1443657602633333333,17.926609
1443657602641666666,17.930580
1443657602650000000,17.948013
1443657602658333333,17.989147
1443657602666666666,18.069332
1443657602675000000,18.043795
1443657602683333333,17.914164
1443657602691666666,17.818468
1443657602700000000,17.790247
1443657602708333333,17.835077
1443657602716666666,17.906235
1443657602725000000,17.946451
1443657602733333333,17.965685
1443657602741666666,18.003256
1443657602750000000,18.022726
1443657602758333333,18.023623
1443657602766666666,18.071829
1443657602775000000,18.090769
1443657602783333333,18.058212
1443657602791666666,18.029675
1443657602800000000,17.955706
1443657602808333333,17.916801
1443657602816666666,18.024872
1443657602825000000,18.138830
1443657602833333333,18.094885
1443657602841666666,17.985600
1443657602850000000,18.023411
1443657602858333333,18.116116
1443657602866666666,18.137688
1443657602875000000,18.191849
1443657602883333333,18.258581
1443657602891666666,18.266674
1443657602900000000,18.183205
1443657602908333333,18.072126
1443657602916666666,18.067736
1443657602925000000,18.031075
1443657602933333333,17.890890
1443657602941666666,17.882868
1443657602950000000,17.924498
1443657602958333333,17.902679
1443657602966666666,17.967976
1443657602975000000,18.012472
1443657602983333333,17.998798
1443657602991666666,18.025253
1443657603000000000,17.986937
1443657603008333333,17.937609
1443657603016666666,17.956741
1443657603025000000,17.990721
1443657603033333333,18.017897
1443657603041666666,18.048923
1443657603050000000,18.105072
1443657603058333333,18.084831
1443657603066666666,18.032423
1443657603075000000,18.022835
1443657603083333333,17.981678
1443657603091666666,18.008795
1443657603100000000,18.067327
1443657603108333333,18.006443
1443657603116666666,17.961124
1443657603125000000,18.004673
1443657603133333333,17.997541
1443657603141666666,17.929228
1443657603150000000,17.935770
1443657603158333333,17.998585
1443657603166666666,18.043314
1443657603175000000,18.054832
1443657603183333333,18.052887
1443657603191666666,18.079649
1443657603200000000,18.031878
1443657603208333333,17.920235
1443657603216666666,17.890697
1443657603225000000,17.929123
1443657603233333333,17.924669
1443657603241666666,17.874557
1443657603250000000,17.941122
1443657603258333333,18.048262
1443657603266666666,18.069452
1443657603275000000,18.054214
1443657603283333333,17.966217
1443657603291666666,17.912962
1443657603300000000,17.991823
1443657603308333333,18.061893
1443657603316666666,18.045704
1443657603325000000,18.011465
1443657603333333333,18.031567
1443657603341666666,18.080429
1443657603350000000,18.079607
1443657603358333333,18.068609
1443657603366666666,18.065033
1443657603375000000,18.047886
1443657603383333333,17.986425
1443657603391666666,17.951982
1443657603400000000,18.012947
1443657603408333333,17.993111
1443657603416666666,17.949762
1443657603425000000,18.026707
1443657603433333333,18.095528
1443657603441666666,17.989414
1443657603450000000,17.873865
1443657603458333333,17.957912
1443657603466666666,18.071583
1443657603475000000,18.213417
1443657603483333333,18.288664
1443657603491666666,18.212799
1443657603500000000,18.183199
1443657603508333333,18.135050
1443657603516666666,18.076912
1443657603525000000,18.050531
1443657603533333333,18.048023
1443657603541666666,18.133356
1443657603550000000,18.244192
1443657603558333333,18.305496
1443657603566666666,18.355015
1443657603575000000,18.425127
1443657603583333333,18.382607
1443657603591666666,18.262169
1443657603600000000,18.191858
1443657603608333333,18.185123
1443657603616666666,18.303034
1443657603625000000,18.333382
