timestamp,value,anomaly_score,label
2011-07-01 00:00:01,0.401048098657,0.6394267984578837,0
2011-07-01 01:00:01,0.392718881005,0.025010755222666936,0
2011-07-01 02:00:01,0.309996119798,0.27502931836911926,0
2011-07-01 03:00:01,0.212938552018,0.22321073814882275,0
2011-07-01 04:00:01,0.205800905571,0.7364712141640124,0
2011-07-01 05:00:01,0.255867457952,0.6766994874229113,0
2011-07-01 06:00:01,0.306630479265,0.8921795677048454,0
2011-07-01 07:00:01,0.29600203814,0.08693883262941615,0
2011-07-01 08:00:01,0.530440128999,0.4219218196852704,0
2011-07-01 09:00:01,0.7902495146330001,0.029797219438070344,0
2011-07-01 10:00:01,0.743906815883,0.21863797480360336,0
2011-07-01 11:00:01,0.736919786741,0.5053552881033624,0
2011-07-01 12:00:01,0.6975822433609999,0.026535969683863625,0
2011-07-01 13:00:01,0.6873418412860001,0.1988376506866485,0
2011-07-01 14:00:01,0.517447938078,0.6498844377795232,0
2011-07-01 15:00:01,0.519026716424,0.5449414806032167,0
2011-07-01 16:00:01,0.51413336812,0.2204406220406967,0
2011-07-01 17:00:01,0.417275625868,0.5892656838759087,0
2011-07-01 18:00:01,0.24845741211999997,0.8094304566778266,0
2011-07-01 19:00:01,0.309360489543,0.006498759678061017,0
2011-07-01 20:00:01,0.273067885947,0.8058192518328079,0
2011-07-01 21:00:01,0.264461005442,0.6981393949882269,0
2011-07-01 22:00:01,0.23187973726999997,0.3402505165179919,0
2011-07-01 23:00:01,0.261552512902,0.15547949981178155,0
2011-07-02 00:00:01,0.324815629448,0.9572130722067812,0
2011-07-02 01:00:01,0.251320671322,0.33659454511262676,0
2011-07-02 02:00:01,0.21464613516,0.09274584338014791,0
2011-07-02 03:00:01,0.166280263697,0.09671637683346401,0
2011-07-02 04:00:01,0.211815143689,0.8474943663474598,0
2011-07-02 05:00:01,0.303217093576,0.6037260313668911,0
2011-07-02 06:00:01,0.2878979686,0.8071282732743802,0
2011-07-02 07:00:01,0.396715687694,0.7297317866938179,0
2011-07-02 08:00:01,0.588415532379,0.5362280914547007,0
2011-07-02 09:00:01,0.59337773192,0.9731157639793706,0
2011-07-02 10:00:01,0.7138701159199999,0.3785343772083535,0
2011-07-02 11:00:01,0.787525214093,0.552040631273227,0
2011-07-02 12:00:01,0.7369213188770001,0.8294046642529949,0
2011-07-02 13:00:01,0.6820620443719999,0.6185197523642461,0
2011-07-02 14:00:01,0.7226616516399998,0.8617069003107772,0
2011-07-02 15:00:01,0.529339407129,0.577352145256762,0
2011-07-02 16:00:01,0.40391844049099995,0.7045718362149235,0
2011-07-02 17:00:01,0.346285484196,0.045824383655662215,0
2011-07-02 18:00:01,0.276515628398,0.22789827565154686,0
2011-07-02 19:00:01,0.273633723983,0.28938796360210717,0
2011-07-02 20:00:01,0.348633036515,0.0797919769236275,0
2011-07-02 21:00:01,0.289148226997,0.23279088636103018,0
2011-07-02 22:00:01,0.321686929479,0.10100142940972912,0
2011-07-02 23:00:01,0.26004095773499997,0.2779736031100921,0
2011-07-03 00:00:01,0.204862942608,0.6356844442644002,0
2011-07-03 01:00:01,0.207419676118,0.36483217897008424,0
2011-07-03 02:00:01,0.173298017129,0.37018096711688264,0
2011-07-03 03:00:01,0.132202637198,0.2095070307714877,0
2011-07-03 04:00:01,0.17089560971,0.26697782204911336,0
2011-07-03 05:00:01,0.279315632688,0.936654587712494,0
2011-07-03 06:00:01,0.247734583438,0.6480353852465935,0
2011-07-03 07:00:01,0.34778895024800005,0.6091310056669882,0
2011-07-03 08:00:01,0.6770399894879999,0.171138648198097,0
2011-07-03 09:00:01,0.6285060626860001,0.7291267979503492,0
2011-07-03 10:00:01,0.600754435803,0.1634024937619284,0
2011-07-03 11:00:01,0.595576831487,0.3794554417576478,0
2011-07-03 12:00:01,0.7183120442669999,0.9895233506365952,0
2011-07-03 13:00:01,0.636428503882,0.6399997598540929,0
2011-07-03 14:00:01,0.5614900309390001,0.5569497437746462,0
2011-07-03 15:00:01,0.439826406276,0.6846142509898746,0
2011-07-03 16:00:01,0.36460063426100003,0.8428519201898096,0
2011-07-03 17:00:01,0.304671828772,0.7759999115462448,0
2011-07-03 18:00:01,0.263320157909,0.22904807196410437,0
2011-07-03 19:00:01,0.24291524883,0.03210024390403776,0
2011-07-03 20:00:01,0.24134637795699998,0.3154530480590819,0
2011-07-03 21:00:01,0.208214406325,0.26774087597570273,0
2011-07-03 22:00:01,0.20241559894000002,0.21098284358632646,0
2011-07-03 23:00:01,0.23124301692899998,0.9429097143350544,0
2011-07-04 00:00:01,0.179941670478,0.8763676264726689,0
2011-07-04 01:00:01,0.19267338029199998,0.3146778807984779,0
2011-07-04 02:00:01,0.16633547213199998,0.65543866529488,0
2011-07-04 03:00:01,0.14227206431,0.39563190106066426,0
2011-07-04 04:00:01,0.13035498909,0.9145475897405435,0
2011-07-04 05:00:01,0.167021065133,0.4588518525873988,0
2011-07-04 06:00:01,0.212676159718,0.26488016649805246,0
2011-07-04 07:00:01,0.28053115246800003,0.24662750769398345,0
2011-07-04 08:00:01,0.475011553443,0.5613681341631508,0
2011-07-04 09:00:01,0.5441871405049999,0.26274160852293527,0
2011-07-04 10:00:01,0.504340064024,0.5845859902235405,0
2011-07-04 11:00:01,0.534922211188,0.897822883602477,0
2011-07-04 12:00:01,0.60978950038,0.39940050514039727,0
2011-07-04 13:00:01,0.5194034792450001,0.21932075915728333,0
2011-07-04 14:00:01,0.523303802344,0.9975376064951103,0
2011-07-04 15:00:01,0.426077466417,0.5095262936764645,0
2011-07-04 16:00:01,0.32835911068100004,0.09090941217379389,0
2011-07-04 17:00:01,0.35011888879600006,0.04711637542473457,0
2011-07-04 18:00:01,0.244078992995,0.10964913035065915,0
2011-07-04 19:00:01,0.24077756601300002,0.62744604170309,0
2011-07-04 20:00:01,0.219701770288,0.7920793643629641,0
2011-07-04 21:00:01,0.21608145157699998,0.42215996679968404,0
2011-07-04 22:00:01,0.22231036663000003,0.06352770615195713,0
2011-07-04 23:00:01,0.25170020332299997,0.38161928650653676,0
2011-07-05 00:00:01,0.22856694493500002,0.9961213802400968,0
2011-07-05 01:00:01,0.162717684817,0.529114345099137,0
2011-07-05 02:00:01,0.180383183189,0.9710783776136181,0
2011-07-05 03:00:01,0.12846822497000002,0.8607797022344981,0
